split,season,episode,dialog_id,dialog_idx,turn_id,turn_idx,speaker,gender,emotion,utterance
train,4,10,424,423,3,3,Ross,M,neutral,Not her.
train,4,10,424,423,4,4,Ross,M,neutral,"Yeah, this is someone else I meet, and I-I can't decide between the two of them."
train,4,10,424,423,5,5,Ross,M,neutral,"Y'know the one from Poughkeepsie, even though she's a two hour train ride away, is really pretty, really smart, and-and a lot of fun."
train,4,10,424,423,6,6,Ross,M,neutral,"But this other girl, well, she lives right uptown."
train,4,10,424,423,7,7,Ross,M,neutral,"Y'know she's, well she's-she's just as pretty, I guess she's smart, she's"
train,4,10,424,423,8,8,Phoebe,F,neutral,"If she's no fun, why do you want to date her at all?"
train,4,10,424,423,9,9,Ross,M,neutral,"Well, I-I want to give her another chance, y'know?"
train,4,10,424,423,10,10,Ross,M,neutral,She lives so close.
train,4,10,424,423,11,11,Ross,M,neutral,"And, at the end of the date, the other time, she-she said something that was if she was kidding was very funny."
train,4,10,424,423,12,12,Ross,M,anger,"On the other hand, if she wasn't kidding, she's not fun, she's stupid, and kind of a racist."
train,4,10,424,423,14,13,Ross,M,joy,Hey!
train,4,10,424,423,15,14,Phoebe,F,joy,"Hey! Ooh, how was your first day working at the restaurant?"
train,4,10,424,423,16,15,Joey,M,joy,Damn!
train,7,23,425,424,0,0,Phoebe,F,neutral,Oh here's a whole bunch.
train,7,23,425,424,1,1,Rachel,F,neutral,"Oh, I mean she's gonna be at the wedding waiting for him and people will be whispering, ""Oh that poor girl."""
train,7,23,425,424,2,2,Rachel,F,sadness,Then she'll have to come back here and live all alone.
train,7,23,425,424,3,3,Phoebe,F,surprise,Oh my God!
train,7,23,425,424,4,4,Rachel,F,surprise,What?
train,7,23,425,424,5,5,Phoebe,F,surprise,"There was a pregnancy test in the garbage, and it's positive. Monica's pregnant.  So I guess she won't be totally alone."
train,8,11,426,425,0,0,Phoebe,F,neutral,Hi.
train,8,11,426,425,1,1,Phoebe,F,sadness,"Listen, I'm sorry about that whole thing with Roger."
train,8,11,426,425,2,2,Phoebe,F,anger,"It really wasn't right, and I, and I want to make it up to you, so umm, I brought you something that I think you'll really enjoy."
train,8,11,426,425,3,3,Phoebe,F,neutral,"Now, this is just a loan."
train,8,11,426,425,4,4,Phoebe,F,neutral,Okay?
train,8,11,426,425,5,5,Phoebe,F,neutral,"I'm gonna, I'm gonna want him back."
train,8,11,426,425,6,6,Phoebe,F,neutral,So   I'm gonna go now.
train,8,11,426,425,7,7,Phoebe,F,sadness,"I'm sorry, I thought I could do it and I can't!"
train,6,18,427,426,0,0,Monica,F,sadness,"All right, well why don't I go out with an ex-boyfriend and do Joey a favor?!"
train,6,18,427,426,1,1,Joey,M,neutral,"Hey, you wanna do Joey a favor, maybe you go out with Joey."
train,4,14,428,427,0,0,Chandler,M,neutral,"All right ladies, here's what we're gonna do."
train,4,14,428,427,1,1,Phoebe,F,anger,"I-I wanna be with her,  I like her."
train,4,14,428,427,2,2,Chandler,M,joy,"Oh, that's fine! Go with your instincts, go with your instincts."
train,4,14,428,427,3,3,Monica,F,surprise,"Wait, now, what am I doing again?"
train,4,14,428,427,4,4,Chandler,M,anger,"Come on! Would you please pay attention, I could wake up at any moment!"
train,4,14,428,427,5,5,The Cigarette Guy,M,neutral,"Hi, I'm Joshua, I'm here to pick up Rachel."
train,4,14,428,427,6,6,Rachel,F,anger,"No-no-no, that' not Joshua."
train,4,14,428,427,7,7,Chandler,M,surprise,"What do you want from me, I've never met the guy."
train,4,14,428,427,8,8,Chandler,M,sadness,"So anyway, Rachel, I'm sorry you can't stay,  but the rest of us have a"
train,1,14,429,428,0,0,Joey,M,neutral,How do I look?
train,1,14,429,428,1,1,Chandler,M,neutral,"Oh, uh, I... don't... care."
train,1,14,429,428,2,2,Chandler,M,neutral,"Ok, now, remember, no trading."
train,1,14,429,428,3,3,Chandler,M,neutral,"You get the pretty one, I get the mess."
train,1,14,429,428,4,4,Lorraine,F,joy,"Hi, Joey. Well well, look what you brought. Very nice."
train,1,14,429,428,5,5,Chandler,M,neutral,...And what did you bring?
train,1,14,429,428,6,6,Lorraine,F,neutral,She's checking the coats.
train,1,14,429,428,7,7,Lorraine,F,neutral,"Joey, I'm gonna go wash the cab smell off my hands."
train,1,14,429,428,8,8,Lorraine,F,neutral,"Will you get me a white Zinfandel, and a glass of red for Janice."
train,1,14,429,428,9,9,Chandler,M,surprise,Janice?
train,1,14,429,428,10,10,Janice,F,surprise,Oh.... my.... God.
train,1,14,429,428,11,11,Chandler,M,neutral,"Hey, it's Janice."
train,6,2,430,429,0,0,Ross,M,anger,"Well, okay so, I don't have it all worked out quite yet. Just don't say anything to Rachel, please?"
train,6,2,430,429,1,1,Phoebe,F,neutral,"Rachel is one of my closest friends.  Although, being the only one who knows anything about this does makes me feel special. Okay!"
train,6,2,430,429,2,2,Rachel,F,sadness,"Okay, stop-stop! Phoebe?!"
train,6,2,430,429,3,3,Phoebe,F,anger,Hey Rach!
train,6,2,430,429,4,4,Rachel,F,surprise,What was that?!
train,6,2,430,429,5,5,Phoebe,F,neutral,"Sorry, mix up. Hey, how was the movie?"
train,6,2,430,429,6,6,Rachel,F,neutral,I haven't seen it yet!
train,6,2,430,429,7,7,Phoebe,F,surprise,Well then you'd better hurry! The Angelica! Go! Go!
train,6,2,430,429,8,8,Joey,M,anger,No
train,5,2,431,430,0,0,All,U,joy,Pheebs! Hey Pheebs!
train,5,2,431,430,1,1,Joey,M,neutral,"Uh, okay, Pheebs?"
train,5,2,431,430,2,2,Phoebe,F,neutral,Yeah?
train,5,2,431,430,3,3,Joey,M,neutral,"Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out?"
train,5,2,431,430,4,4,Phoebe,F,neutral,Yeah?
train,5,2,431,430,5,5,Joey,M,joy,"All right, well, we felt really bad about that so we decided we should all take a little trip together!"
train,5,2,431,430,6,6,Phoebe,F,anger,"Ohh, that's so nice! How great! Well, where? Where's the trip?!"
train,5,2,431,430,7,7,Monica,F,joy,"Well, we thought we would all go to a picnic , in Central Park!"
train,5,2,431,430,8,8,Joey,M,joy,"Yeah, all of us! All day!"
train,5,2,431,430,9,9,Phoebe,F,disgust,That sucks!
train,5,2,431,430,10,10,Phoebe,F,surprise,That's not a trip!
train,5,2,431,430,11,11,Phoebe,F,anger,I just came from the park!
train,5,2,431,430,12,12,Phoebe,F,anger,What are we gonna high five about at the stupid Central Park?
train,5,2,431,430,13,13,Phoebe,F,anger,"""Well, it's right by my house, all right!"""
train,5,2,431,430,14,14,Chandler,M,anger,"Well, I'm gonna go home and bask in the triumph of my Central Park idea."
train,5,2,431,430,15,15,Rachel,F,surprise,"Ho-ho-hold on a sec there, Mr. Kissey!"
train,5,2,431,430,16,16,Rachel,F,anger,"Y'know, I've been meaning to talk to you about this whole, little, new European thing you got going on, and I just need to tell you that it makes me very uncomfortable and I just y'know stop it!"
train,5,2,431,430,17,17,Chandler,M,sadness,I was just trying to bring a little culture to the group.
train,5,2,431,430,18,18,Phoebe,F,disgust,"That's fine, just don't bring it in my mouth."
train,5,2,431,430,19,19,Monica,F,disgust,Makes me wanna puke!
train,2,24,432,431,0,0,Phoebe,F,neutral,Is she in there?
train,8,24,433,432,0,0,Ross,M,neutral,"Yeah. She's putting her down now, that's her."
train,8,24,433,432,1,1,Rachel,F,neutral,Oh it's all right.
train,8,5,434,433,0,0,Rachel,F,sadness,I'm guess I'm just done with the whole dating thing.
train,8,5,434,433,1,1,Rachel,F,sadness,It's one more thing in my life that's suddenly completely different.
train,8,5,434,433,2,2,Rachel,F,sadness,This is hard.
train,8,5,434,433,3,3,Ross,M,neutral,Yeah I know.
train,8,5,434,433,4,4,Ross,M,neutral,"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with."
train,8,5,434,433,5,5,Ross,M,neutral,Just wait.
train,8,5,434,433,6,6,Ross,M,joy,"Wait until uh, wait until the first time your baby grabs your finger."
train,8,5,434,433,7,7,Ross,M,joy,You have no idea.
train,8,5,434,433,8,8,Rachel,F,neutral,Thanks sweetie.
train,8,5,434,433,9,9,Ross,M,neutral,"You wanna, you wanna grab some coffee?"
train,8,5,434,433,10,10,Rachel,F,sadness,"Oh no, I think I'm gonna go home and eat ten candy bars."
train,8,5,434,433,11,11,Ross,M,neutral,"Hey, I thought I cheered you up."
train,8,5,434,433,12,12,Rachel,F,neutral,"Oh you did, there are twenty in here."
train,8,5,434,433,13,13,Ross,M,neutral,Right. Good night.
train,8,5,434,433,14,14,Rachel,F,neutral,Good night.
train,8,18,435,434,0,0,Mrs. Geller,F,neutral,Hi
train,8,18,435,434,1,1,Ross,M,joy,Hi!  Hey mom.
train,8,18,435,434,2,2,Rachel,F,joy,"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom?"
train,8,18,435,434,3,3,Mrs. Geller,F,surprise,Jack?
train,8,18,435,434,4,4,Mr. Geller,M,surprise,Why would you serve food on such a sharp stick?
train,8,18,435,434,5,5,Ross,M,neutral,"That's a good question, dad. That's a good question"
train,8,18,435,434,6,6,an,U,joy,Congratulations you two!
train,8,18,435,434,7,7,Rachel,F,joy,Thank you we're so excited
train,8,18,435,434,8,8,an,U,joy,"And also, congratulations on your wedding."
train,8,18,435,434,9,9,Ross,M,surprise,Wha What?
train,7,3,436,435,0,0,Joey,M,joy,Look at this clown!
train,7,3,436,435,1,1,Joey,M,disgust,Just because he's got a bigger boat he thinks he can take up the whole river.
train,7,3,436,435,2,2,Joey,M,anger,Get out of the way jackass!
train,7,3,436,435,3,3,Joey,M,disgust,Who names their boat Coast Guard anyway?
train,7,3,436,435,4,4,Rachel,F,neutral,That
train,7,3,436,435,5,5,Joey,M,surprise,What are they doing out here? The coast's all the way over there.
train,8,19,437,436,0,0,Chandler,M,anger,Hey!
train,8,19,437,436,1,1,Phoebe,F,surprise,Hey! Check it out! This is unbelievable! Joey has been holding his breath for almost four minutes!
train,8,19,437,436,2,2,Joey,M,neutral,Dude! What are yo you trying to kill me?!
train,3,13,438,437,0,0,Monica,F,anger,Ow!
train,3,13,438,437,1,1,Richard,M,neutral,"Really?! Well, it's just like everyone else's apartment. It's got rooms, walls, and ceilings."
train,3,13,438,437,2,2,Richards Date,U,neutral,"Well, I just wanted to see where you lived. Now, give me the tour."
train,3,13,438,437,3,3,Monica,F,surprise,Oh my God! Oh my God!
train,3,13,438,437,4,4,Richard,M,neutral,"Ah well, this is the living room."
train,3,13,438,437,5,5,Richard,M,neutral,All right. This is the kitchen.
train,3,13,438,437,7,6,Richard,M,neutral,The bedroom. Well it's pretty much your typical...  bedroom.
train,3,13,438,437,8,7,Richards Date,U,neutral,We're still on this side of the door.
train,3,13,438,437,9,8,Joey,M,joy,Ha-ha
train,3,13,438,437,10,9,Richards Date,U,sadness,"Yeah, but I didn't get to see it."
train,3,13,438,437,11,10,Richard,M,neutral,Oh shoot! Maybe next time.  Thanks for a lovely evening.
train,3,13,438,437,12,11,Monica,F,joy,"So um, who was she?"
train,3,13,438,437,13,12,Richard,M,neutral,"Oh,  that was the blind date that I told you about, she called and switched it to today."
train,3,13,438,437,14,13,Monica,F,neutral,"Did you like her? And I'm just asking as a friend, because I am totally fine with this."
train,3,13,438,437,15,14,Richard,M,neutral,"Well, you seem fine."
train,3,5,439,438,0,0,Frank,M,neutral,"Well, I don't think this, y'know."
train,3,5,439,438,1,1,Phoebe,F,disgust,"No, no, no, I wouldn't do you myself, I mean that would be weird."
train,3,5,439,438,2,2,Phoebe,F,neutral,"Yeah, no, I'll get one of the other girls to do it."
train,3,5,439,438,3,3,Phoebe,F,joy,"Oh, this will be so much fun!"
train,3,5,439,438,4,4,Phoebe,F,surprise,Hey!
train,3,5,439,438,5,5,Phoebe,F,joy,Are you excited?
train,3,5,439,438,6,6,Frank,M,neutral,"Yeah! Hey, do Monica and Rachel work there?"
train,1,14,440,439,0,0,Phoebe,F,neutral,"Ok, so now we need, um sage branches and the sacramental wine."
train,1,14,440,439,1,1,Monica,F,neutral,"All I have is, is oregano and a"
train,1,14,440,439,2,2,Phoebe,F,joy,"Um, that's ok!  Ok. All right. Now we need the semen of a righteous man."
train,1,14,440,439,3,3,Rachel,F,neutral,"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place."
train,1,14,440,439,4,4,Monica,F,neutral,Can we just start throwing things in?
train,1,14,440,439,5,5,Phoebe,F,neutral,"Ok, yeah, ok.  Oh, OK."
train,1,14,440,439,6,6,Rachel,F,neutral,"Ok, Barry's letters. Adam Ritter's boxer shorts."
train,1,14,440,439,7,7,Phoebe,F,neutral,"Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah."
train,1,14,440,439,8,8,Monica,F,neutral,"Look, here's a picture of Scotty Jared naked."
train,1,14,440,439,9,9,Rachel,F,surprise,Hey he's wearing a sweater.
train,1,14,440,439,10,10,Monica,F,neutral,No.
train,1,14,440,439,11,11,Rachel and Phoebe,U,disgust,Eww!
train,1,14,440,439,12,12,Rachel,F,neutral,And here we have the last of Paulo's grappa.
train,1,14,440,439,13,13,Monica,F,neutral,"Hey, Rachel, isn't that stuff almost pure..."
train,8,17,441,440,0,0,Ross,M,neutral,"Mona?  Okay, if I were a salmon shirt, where would I be?"
train,8,17,441,440,1,1,Mona,F,sadness,I am so sorry I spilled wine all over your shirt.
train,8,17,441,440,2,2,Mona's Date,U,neutral,"Oh, it's okay."
train,8,17,441,440,3,3,Mona,F,joy,"No, it's still wet."
train,8,17,441,440,4,4,Mona,F,neutral,Let me get it out before it sets.
train,8,17,441,440,5,5,Mona,F,neutral,"Ooh, I have something you can wear."
train,8,17,441,440,6,6,Mona,F,neutral,Here.
train,8,17,441,440,7,7,Mona's Date,U,sadness,"Oh umm, I-I don't know if I want to wear a woman's shirt."
train,8,17,441,440,8,8,Mona,F,neutral,No-no that's a man's shirt.
train,8,17,441,440,9,9,Mona's Date,U,neutral,It's awfully pink.
train,5,7,442,441,0,0,Joey,M,joy,"Oh, it's perfect!"
train,5,7,442,441,1,1,Ross,M,neutral,How about you?
train,5,7,442,441,2,2,Chandler,M,neutral,It's a kitchen slash bathroom.
train,5,7,442,441,3,3,Ross,M,neutral,"All right, I see what you guys are saying. I'll uh, I'll go downstairs and fill out an application."
train,5,7,442,441,4,4,Chandler,M,disgust,We are bad people.
train,5,7,442,441,5,5,Joey,M,surprise,He knew we were trying to get rid of him. He knew!  You think we could get a bathtub in our kitchen?
train,3,17,443,442,0,0,Monica,F,joy,Let's get the show on it!
train,3,17,443,442,1,1,Rachel,F,neutral,"Okay, let me just get a cup of coffee."
train,3,17,443,442,2,2,Monica,F,neutral,"Oh Rachel, I know the best coffee house and it's sooo close."
train,3,17,443,442,3,3,Rachel,F,neutral,Closer than here?
train,3,17,443,442,4,4,Phoebe,F,neutral,"Oh, hey, look, I found coffee!  Okay, let's skedaddle."
train,3,17,443,442,5,5,Rachel,F,neutral,"Wait, I'm not just gonna drink somebody's old coffee."
train,3,17,443,442,6,6,Phoebe,F,neutral,"Okay, your highness."
train,3,17,443,442,7,7,Phoebe,F,surprise,"Um, Rachel I'm really sorry.  That's okay, do you wanna get back together?  Yeah, okay.  Did anyone else hear that?!"
train,1,23,444,443,0,0,Lydia,F,surprise,So how did you know I was even here?
train,1,23,444,443,1,1,Guy,M,neutral,Your mom called me. So is this her?
train,1,23,444,443,2,2,Lydia,F,neutral,"No, this is a loaner."
train,1,23,444,443,3,3,Guy,M,neutral,I'm sorry you had to do this by yourself.
train,1,23,444,443,4,4,Lydia,F,neutral,"I wasn't by myself. I had a doctor, a nurse, and a helper guy.  So, did you see who won the game?"
train,1,23,444,443,5,5,Guy,M,neutral,"Yeah, the Knicks by 10. They suck."
train,1,23,444,443,6,6,Lydia,F,neutral,"Yeah, they're not so bad."
train,8,8,445,444,0,0,Phoebe,F,neutral,"I'm sorry I won't be able to make it to your imaginary wedding, but I'm"
train,8,8,445,444,1,1,Rachel,F,surprise,"I know. I know. I panicked, I panicked. I didn't want him to start yelling at me like I was some '74 Latour."
train,8,8,445,444,2,2,Phoebe,F,sadness,It's Lafite. The '74 Latour is actually drinking quite nicely.
train,8,8,445,444,3,3,Rachel,F,fear,"All right here he comes. I'm gonna do this, I'm gonna tell him, I'm gonna be strong."
train,8,8,445,444,4,4,Dr. Green,M,neutral,I just called a friend of mine.
train,8,8,445,444,5,5,Rachel,F,surprise,Yeah?
train,8,8,445,444,6,6,Dr. Green,M,neutral,I think I may be able to book
train,8,8,445,444,7,7,Rachel,F,surprise,Really?!
train,8,8,445,444,8,8,Dr. Green,M,joy,What is it sweetie?
train,8,8,445,444,9,9,Rachel,F,sadness,There's not gonna be a wedding. Ross and I are not getting married.
train,8,8,445,444,10,10,Rachel,F,sadness,I'm sorry daddy.
train,8,8,445,444,11,11,Dr. Green,M,neutral,I don't believe this!!
train,8,8,445,444,12,12,Rachel,F,fear,"Oh now daddy, stay calm. Please."
train,8,8,445,444,13,13,Dr. Green,M,anger,Stay calm?!!
train,8,8,445,444,14,14,Dr. Green,M,anger,How do you expect me to stay calm?!
train,8,8,445,444,15,15,Dr. Green,M,anger,This is unacceptable Rachel!
train,8,8,445,444,16,16,Dr. Green,M,anger,And I wanna know why?!!
train,8,8,445,444,17,17,Dr. Green,M,anger,Is it because that punk Ross won't marry you?!
train,8,8,445,444,18,18,Dr. Green,M,anger,That's it!
train,8,8,445,444,19,19,Dr. Green,M,anger,Is that it?
train,8,8,445,444,20,20,Rachel,F,sadness,"Yes. Yes, he says I'm damaged goods."
train,3,19,446,445,0,0,Phoebe,F,surprise,"So, you're like a zillionaire?"
train,3,19,446,445,1,1,Chandler,M,surprise,And you're our age. You're our age.
train,3,19,446,445,2,2,Phoebe,F,neutral,"Y'know what, you should like, you should buy a state and then just name it after yourself."
train,3,19,446,445,3,3,Pete,M,neutral,What like Pete Dakota?
train,3,19,446,445,4,4,Phoebe,F,neutral,"Yeah, or, or, or, Mississ-Pete."
train,3,19,446,445,5,5,Joey,M,neutral,"Oh, oh, I got it! Pete-Chicago."
train,3,19,446,445,6,6,Chandler,M,neutral,That's not a state Joe.
train,3,19,446,445,7,7,Joey,M,neutral,"Oh, and Mississ-Pete is?"
train,3,19,446,445,8,8,Pete,M,neutral,"I got to go, so ah, I'll see you guys later."
train,3,19,446,445,9,9,All,U,neutral,Okay.
train,3,19,446,445,10,10,Chandler,M,surprise,You're our age!
train,3,19,446,445,11,11,Pete,M,neutral,"So ah, we on for tomorrow?"
train,3,19,446,445,12,12,Monica,F,joy,Absolutely!
train,3,19,446,445,13,13,Monica,F,joy,Now get out of here you!!
train,3,19,446,445,14,14,Monica,F,anger,"Okay, I'm running out of places I can touch him!"
train,3,19,446,445,15,15,Monica,F,sadness,"Look, is there something wrong with me?"
train,3,19,446,445,16,16,Monica,F,sadness,I mean why am I only attracted to guys where there's no future?
train,3,19,446,445,17,17,Monica,F,sadness,"Either they're too old, or they're too young, and then there's Pete who's-who's crazy about me, and who's absolutely perfect for me, and there's like zip going on!"
train,3,19,446,445,18,18,Monica,F,sadness,"I mean, seriously, does it sound like something's wrong with me?"
train,3,19,446,445,19,19,Ross and Joey,U,neutral,No.
train,3,18,447,446,0,0,Phoebe,F,neutral,"Okay, I'm gonna go get Frank."
train,3,18,447,446,1,1,Joey,M,neutral,"So, we're walking down the street and I turn to you and I say, Hey, let's go hang out at Totally Nude Nudes, remember?"
train,3,18,447,446,2,2,Joey,M,joy,"And then, and then, you turn to me and say, Nah, let's just hang out at your place. Well, that was a nice move dumb ass."
train,6,6,448,447,0,0,Phoebe,F,neutral,"Yeah, I think it was better when you guys were sad. Hey, uh, remember the roller blades?"
train,6,6,448,447,1,1,Rachel,F,anger,You know what else I'm not gonna miss?
train,6,6,448,447,2,2,Rachel,F,anger,"""I'm Monica."
train,6,6,448,447,3,3,Rachel,F,anger,I wash the toilet 17 times a day.
train,6,6,448,447,4,4,Rachel,F,anger,"Even if people are on it!"""
train,6,6,448,447,5,5,Monica,F,anger,"""Hi I'm Rachel, is my sweater too tight? No? Oh, I'd better wash it and shrink it!"""
train,6,6,448,447,6,6,Rachel,F,anger,"""I'm Monica, I don't get phone messages from interesting people. Ever!"""
train,6,6,448,447,7,7,Phoebe,F,joy,Hey! I call her!
train,6,6,448,447,8,8,Monica,F,anger,"""Oh my God, I love Ross! I hate Ross! I love Ross! I hate Ross!"""
train,6,6,448,447,9,9,Rachel,F,anger,"""Oh my God, I can't find a boyfriend!"
train,6,6,448,447,10,10,Rachel,F,anger,"So I guess I'll just stumble across the hall and sleep with the first guy I find in there!"""
train,6,6,448,447,11,11,Phoebe,F,neutral,"Yeah, we should get a move on if we wanna make those dinner reservations."
train,8,17,449,448,0,0,Ross,M,neutral,"Item J437-A, color: winterberry."
train,8,17,449,448,1,1,Ross,M,neutral,"Hi umm, listen come here, come in."
train,8,17,449,448,2,2,Ross,M,sadness,I'm so-so sorry about yesterday.
train,8,17,449,448,3,3,Ross,M,sadness,I-I'm really sorry.
train,8,17,449,448,4,4,Ross,M,joy,It's just that I
train,8,17,449,448,5,5,Mona,F,neutral,"Listen Ross, you don't have to apologize. I understand why you were there."
train,8,17,449,448,6,6,Ross,M,surprise,You do?
train,8,17,449,448,7,7,Mona,F,sadness,"Yeah, you still have feelings for me."
train,8,17,449,448,8,8,Mona,F,joy,"And-and to be honest, I-I still have feelings for you."
train,8,17,449,448,9,9,Mona,F,sadness,"And I wish that we can work it out Ross, but we can't."
train,8,17,449,448,10,10,Mona,F,sadness,"It's too complicated with you and Rachel and the baby, I-I just  It just wasn't meant to be."
train,8,17,449,448,11,11,Ross,M,joy,Oh God you're right.
train,8,17,449,448,12,12,Mona,F,sadness,"Ross, we we have to be strong. Okay, I-I'm gonna go.  Can I? To remember you?"
train,8,17,449,448,13,13,Ross,M,neutral,No.
train,3,23,450,449,0,0,Phoebe,F,neutral,"I'm telling you, if you want to take care of that thing, you should go to my herbal guy."
train,3,23,450,449,1,1,Ross,M,neutral,"Thank you, but I want to remove it Pheebs. I don't want to make it savory."
train,3,23,450,449,2,2,Monica,F,neutral,"Y'know when girls sleep with guys with weird things on their body, they tell their friends about it."
train,3,23,450,449,3,3,Ross,M,neutral,Gimme this.
train,3,23,450,449,4,4,Rachel,F,neutral,"Hi! Okay, don't be mad at me, but I couldn't resist."
train,3,23,450,449,5,5,Monica,F,surprise,Brides magazines?
train,3,23,450,449,6,6,Rachel,F,neutral,"Yes, and I know that you'd say no if he asked you, but I'm sorry; how great would you look walking down the aisle in this Donna Carin."
train,3,23,450,449,7,7,Phoebe,F,sadness,"Oh, you so would! Oh, you should get that anyway.  Like for clubbing."
train,3,23,450,449,8,8,Monica,F,surprise,"It is so weird, I know what I said, but uh, this morning, I was lying in bed I was, I was imagining what it would be like to say yes."
train,3,23,450,449,9,9,Monica,F,joy,"I know it's a little sudden, and it's a little rushed, and it's totally not like me to do something like this, but that doesn't mean I can't."
train,3,23,450,449,10,10,Monica,F,joy,Right?
train,3,23,450,449,11,11,Monica,F,joy,"I mean I'm-I'm crazy about Pete, and I know that we want the same things, and when I thought about saying yes, it made me really happy."
train,3,23,450,449,12,12,Rachel,F,surprise,Oh my God.
train,3,23,450,449,13,13,Monica,F,neutral,I know.  I need more pie.
train,3,23,450,449,14,14,Phoebe,F,neutral,"Hey Mon umm, if you do get married, can I bring two guests?"
train,3,23,450,449,15,15,Rachel,F,surprise,You didn't break up with that fireman?
train,3,23,450,449,16,16,Phoebe,F,neutral,"No, that was my way of telling you."
train,3,23,450,449,17,17,Phoebe,F,neutral,"Well, it turns out he's incredibly sensitive, he keeps a journal and he paints."
train,3,23,450,449,18,18,Phoebe,F,neutral,He even showed me charcoal drawings that he drew of me.
train,3,23,450,449,19,19,Rachel,F,surprise,Wow!
train,3,23,450,449,20,20,Phoebe,F,neutral,"Yeah, well he'd prefer water colors, but y'know, he has easy access to a lot of charcoal."
train,3,23,450,449,21,21,Monica,F,neutral,"So then, are you going to dump Jason?"
train,3,23,450,449,22,22,Phoebe,F,neutral,"Well, yeah, because I have to break up with someone, and  Okay so Jason is sensitive,  but now so's Vince  Plus, Vince has the body y'know?"
train,3,23,450,449,23,23,Phoebe,F,neutral,So  It's really just about the math.
train,9,23,451,450,0,0,Mike,M,neutral,"Ok, so it's a tie again, 41 to 41."
train,9,23,451,450,1,1,Chandler,M,anger,"Ok, look! Enough is enough!"
train,9,23,451,450,2,2,Monica,F,joy,"No, I have just to have two more points to beat him!"
train,9,23,451,450,3,3,Chandler,M,neutral,"Monica, that was also true an"
train,9,23,451,450,4,4,Monica,F,anger,I can't just walk away! I've put in four hours!
train,9,23,451,450,5,5,Monica,F,neutral,You knew this about me when you married me!
train,9,23,451,450,6,6,Monica,F,neutral,You agreed to take me in sickness and in health.
train,9,23,451,450,7,7,Monica,F,anger,"Well, this is my sickness!"
train,8,12,452,451,0,0,Joey,M,neutral,"Oh yeah-yeah, the lobster."
train,8,12,452,451,1,1,Rachel,F,neutral,"Yeah, I mean I was up sick all night."
train,8,12,452,451,2,2,Joey,M,neutral,"Yeah me too, all night."
train,8,12,452,451,3,3,Rachel,F,surprise,Really?! How come we didn't cross paths?
train,8,12,452,451,4,4,Joey,M,neutral,"Yeah well that's because uh I stayed in my room. Yeah, you don't want to look in my hamper."
train,8,8,453,452,0,0,Chandler,M,surprise,I can't believe there is a naked hooker in there!
train,8,8,453,452,1,1,Joey,M,surprise,Wait! Wait! Maybe she's a hooker
train,8,11,454,453,0,0,Phoebe,F,neutral,"Yeah, okay let's leave these two alone."
train,8,11,454,453,1,1,Rachel,F,disgust,"No! I do not care what my hormones are doing, I am not going to just do it with some random guy!"
train,8,11,454,453,2,2,Phoebe,F,anger,Fine! Then you tell Roger because he was really looking forward to this!
train,2,2,455,454,0,0,Julie,F,neutral,So.
train,2,2,455,454,1,1,Rachel,F,neutral,So.
train,2,2,455,454,2,2,Rachel,F,neutral,I just thought the two of us should hang out for a bit.
train,2,2,455,454,3,3,Rachel,F,neutral,"I mean, you know, we've never really talked."
train,2,2,455,454,4,4,Rachel,F,neutral,"I guess you'd know that, being one of the two of us, though, right?"
train,2,2,455,454,5,5,Julie,F,fear,"I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you."
train,2,2,455,454,6,6,Rachel,F,surprise,Really? Me?
train,2,2,455,454,7,7,Julie,F,surprise,"Oh my god, are you kidding?"
train,2,2,455,454,8,8,Julie,F,anger,"Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't."
train,2,2,455,454,9,9,Rachel,F,neutral,"Well, you're not totally paranoid."
train,2,2,455,454,10,10,Julie,F,joy,Oy.
train,2,2,455,454,11,11,Rachel,F,sadness,"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right."
train,2,2,455,454,12,12,Julie,F,neutral,"Thanks. Hey, listen, would you like to go to a movie sometime or something?"
train,2,2,455,454,13,13,Rachel,F,joy,"Yeah, that'd be great. I'd love it."
train,2,2,455,454,14,14,Julie,F,neutral,"I'd love it too. Shoot, I gotta go. So, I'll talk to you later."
train,2,2,455,454,15,15,Rachel,F,neutral,"All right, Julie."
train,2,2,455,454,16,16,Julie,F,neutral,Bye.
train,2,2,455,454,17,17,Rachel,F,disgust,Bye.  What a manipulative bitch.
train,6,23,456,455,0,0,Phoebe,F,joy,"Chandler, I found the perfect ring."
train,6,23,456,455,1,1,Chandler,M,neutral,"Oh, that's uh, that's pretty nice but I'm gonna go with the one I picked first."
train,6,23,456,455,2,2,Phoebe,F,anger,"Oh my God Chandler, the one you picked is gone. It's over!"
