split,session,dialog_id,dialog_idx,turn_id,turn_idx,speaker,emotion_code,emotion,erc_target,utterance,dialog_type,gender
train,Session2,Ses02M_impro03,45,Ses02M_impro03_M024,46,M,exc,excitement,True,"Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first",impro,M
train,Session2,Ses02M_impro03,45,Ses02M_impro03_F022,47,F,xxx,unknown,False,Yeah. [LAUGHTER],impro,F
train,Session2,Ses02M_impro03,45,Ses02M_impro03_M025,48,M,xxx,unknown,False,but like you know it's just - I guess we're just excited right now that we'll get to continue it together.,impro,M
train,Session2,Ses02M_impro03,45,Ses02M_impro03_F023,49,F,exc,excitement,True,"Oh my Gosh. I cannot believe you're getting married, that is so cool.",impro,F
train,Session2,Ses02M_impro03,45,Ses02M_impro03_M026,50,M,exc,excitement,True,I know.,impro,M
train,Session2,Ses02M_impro03,45,Ses02M_impro03_F024,51,F,exc,excitement,True,"Golly, it just makes me all like romantic inside, like I really want that to happen to me. [LAUGHTER]",impro,F
train,Session2,Ses02M_impro03,45,Ses02M_impro03_M027,52,M,hap,happiness,True,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",impro,M
train,Session2,Ses02M_impro03,45,Ses02M_impro03_F025,53,F,xxx,unknown,False,Did you have a good ring? You better have had a good ring.,impro,F
train,Session2,Ses02M_impro03,45,Ses02M_impro03_M028,54,M,hap,happiness,True,"Sure. Oh, yes.",impro,M
train,Session2,Ses02M_impro03,45,Ses02M_impro03_F026,55,F,xxx,unknown,False,Good. The ring makes all the difference.,impro,F
train,Session2,Ses02M_impro03,45,Ses02M_impro03_M029,56,M,xxx,unknown,False,You know I had my mom come along maybe help me out a little bit because she's got good taste. but,impro,M
train,Session2,Ses02M_impro03,45,Ses02M_impro03_F027,57,F,xxx,unknown,False,"Oh, that's awesome.",impro,F
train,Session2,Ses02M_impro03,45,Ses02M_impro03_M030,58,M,exc,excitement,True,"Yes, well, Thanks, thanks. Thank you. yeah",impro,M
train,Session2,Ses02M_impro03,45,Ses02M_impro03_F028,59,F,exc,excitement,True,"Yay, well congratulations, that's so cool. [BREATHING] I can't wait.",impro,F
train,Session2,Ses02M_impro03,45,Ses02M_impro03_M031,60,M,hap,happiness,True,Hah.,impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M000,0,M,fru,frustration,True,"Uhm, I don't know",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F000,1,F,neu,neutral,True,So how you feeling?,impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M001,2,M,fru,frustration,True,I don't know what I'm going to do about this; I mean,impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M002,3,M,fru,frustration,True,"I have got to get a job, you know? Like-",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F001,4,F,neu,neutral,True,"You've been doing a lot of work for it, right?",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M003,5,M,fru,frustration,True,"Well, yea you know, I get my resumes and I mean I-",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M004,6,M,fru,frustration,True,"I go out all the places I can, every place that'll give an interview you know.",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F002,7,F,neu,neutral,True,"Right, so the fact you doing the best that you can is -",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F003,8,F,neu,neutral,True,"you know you shouldn't give yourself a hard time for that, it's the best you can.",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M005,9,M,fru,frustration,True,"But it's been so long, like what - what am I - what am I waiting -- I should probably just do something else, or",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F004,10,F,neu,neutral,True,"Well, but you care about what you do, right?",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M006,11,M,fru,frustration,True,"I don't know, I mean why - why",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M007,12,M,fru,frustration,True,"Yea, but it's - it's almost like it's not worth it you know, if I'm going to waste to have my life like trying to get a job, I mean once I actually do get the job it's like oh, retirement or something. I don't know, you know.",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F005,13,F,neu,neutral,True,"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M008,14,M,xxx,unknown,False,"Well, and that's what I begin to question after a while is maybe I just don't want it, maybe it's not even worth it, you know, like",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M009,15,M,fru,frustration,True,"I don't even know if it's going to be worth it because I can't break myself in, you know like I can't - can't even get a foot in the door you know.",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F006,16,F,neu,neutral,True,"Well, I mean you're still here you've tried for this long so I think that says something all in itself.",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M010,17,M,fru,frustration,True,"Yea, it says I'm stupid enough to be trying this long and not move on somewhere else.",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F007,18,F,neu,neutral,True,You are persistence. I mean that's important. that's,impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M011,19,M,fru,frustration,True,"I mean, I can't- I can't be persistent forever, you know, you can't not have a job forever, you know, I've got- I've got to do something, I've got to make money and get food on the table.",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F008,20,F,neu,neutral,True,"Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M012,21,M,fru,frustration,True,"I mean, maybe I'm not, you know. I don't have a job. Maybe - maybe I'm not as good as-as I thought I was and",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M013,22,M,fru,frustration,True,I just got a whole skewed opinion on just how this is supposed to work out and,impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F009,23,F,sad,sadness,True,I'm sorry.,impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M014,24,M,sad,sadness,True,"I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M015,25,M,fru,frustration,True,"maybe - maybe take up painting, I don't know, you know.",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M016,26,M,fru,frustration,True,"Do something that I don't have to go out and do something, stay at home, I don't know.",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M017,27,M,fru,frustration,True,Seems like the only option at this point because obviously the outer world has just rejected me of all possible employment.,impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F010,28,F,neu,neutral,True,"That's- I mean. There are more factors then just whether you're good or not, you know what I mean like",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F011,29,F,neu,neutral,True,"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F012,30,F,neu,neutral,True,So you should take that in consideration rather than giving yourself such a hard time.,impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M018,31,M,fru,frustration,True,"I know, but I mean- if that's the - you know, I'm either like the worst at this or just the most unlucky person on the planet I mean this doesn't",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M019,32,M,ang,anger,True,this doesn't happen to a normal person.,impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F013,33,F,xxx,unknown,False,"It might be the latter I don't know because you're not the worst, I mean you're great, you very talented at what you do.",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F014,34,F,neu,neutral,True,"You know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering.",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F015,35,F,neu,neutral,True,"But like, just because you're considering why it's been so difficult doesn't mean you should just stop.",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M020,36,M,fru,frustration,True,"I mean, I don't know, I don't see - I don't see any other way - any other way around it right now.",impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F016,37,F,neu,neutral,True,"Maybe you should take a little break from it, but I don't think you should stop.",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M021,38,M,xxx,unknown,False,What am I going to do on a break?,impro,M
train,Session2,Ses02M_impro04,46,Ses02M_impro04_F017,39,F,xxx,unknown,False,"Get out of town or something, I mean you need - you need to clear your head 'cause you seem like you're really frustrated about it. I mean you need to like, be excited about you're doing, rather than, you know upset.",impro,F
train,Session2,Ses02M_impro04,46,Ses02M_impro04_M022,40,M,sad,sadness,True,Right. Thanks for talking to me.,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M000,0,M,neu,neutral,True,Hi. Um-,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F000,1,F,neu,neutral,True,"Hi, can I help you?",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M001,2,M,neu,neutral,True,It seems that uh- my-my bag didn't make it out on the carousel.,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F001,3,F,neu,neutral,True,"Oh, did you check? Did you make sure as it went around the second time that it-",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M002,4,M,neu,neutral,True,"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F002,5,F,neu,neutral,True,"Okay. Well, um- the f.",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F003,6,F,neu,neutral,True,"Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M003,7,M,neu,neutral,True,Okay. So what-what do I have to get you know,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F004,8,F,neu,neutral,True,"Well, you can fill out this paperwork um- and if for some reason it shows up, we can bring it to you, but-",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M004,9,M,sur,surprise,False,"For some reason, so you think it won't show up?",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F005,10,F,neu,neutral,True,"Well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just I'm reading off of this that",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F006,11,F,neu,neutral,True,Uh- it didn't make it into the second plane so it looks like there - they don't actually know what happened to it.,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M005,12,M,xxx,unknown,False,What? What? How does that happen?,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F007,13,F,neu,neutral,True,"Um, well, sometimes there is just difficulties with loading on to the plane. Uh- There can be a theft or uh- some sort of you know mishap with a cart or something.",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M006,14,M,fru,frustration,True,I really - I really need that bag.,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F008,15,F,neu,neutral,True,"I- I- I understand, but um.",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M007,16,M,xxx,unknown,False,there are- I have important things in that bag. I've got,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F009,17,F,neu,neutral,True,Okay,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M008,18,M,fru,frustration,True,"I mean -- I've been away for a while and- and now I've- I've gifts for- for you know friends and family I mean, I got stuff in the there",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F010,19,F,neu,neutral,True,Right.,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M009,20,M,xxx,unknown,False,It's worth a lot.,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F011,21,F,neu,neutral,True,"I understand that. Um- So I'm going to put down here that you looking for your baggage, but we actually can't, uh this bag is likely not going to show up so what we're going to do-",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M010,22,M,fru,frustration,True,"Not going to show - well isn't like - wouldn't it just be at the airport, that, like, if it didn't get on the other plane",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F012,23,F,neu,neutral,True,"Sometimes it gets stolen, sometimes it gets misplaced on another plane and",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M011,24,M,fru,frustration,True,can they check there?,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M012,25,M,xxx,unknown,False,on another-,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F013,26,F,neu,neutral,True,"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F014,27,F,neu,neutral,True,So we'll- what we'll do,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M013,28,M,ang,anger,True,"But we have the tags on. I mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag I mean maybe you know look on the tag and",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M014,29,M,fru,frustration,True,see where it came from originally. I mean it seems like-,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F015,30,F,neu,neutral,True,Right. Like I said sometimes a theft and things happen like that but we are willing to reim-reimburse you.,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M015,31,M,xxx,unknown,False,Theft?,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F016,32,F,neu,neutral,True,"Um, so.",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M016,33,M,ang,anger,True,"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F017,34,F,neu,neutral,True,"We have very tight security but we -uh- there are times when we just can't uh make sure there aren't absolutely no human error, you know",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F018,35,F,neu,neutral,True,I'm sorry there is no guarantee on baggage.,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M017,36,M,fru,frustration,True,This is unbelievable. I've got,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M018,37,M,ang,anger,True,you don't realize the stuff that I've got in that - I really need to get the suitcase okay,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F019,38,F,neu,neutral,True,"I understand, so-",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M019,39,M,fru,frustration,True,"so if it's back there or something, if there is something you can do",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M020,40,M,fru,frustration,True,"I need you to tell me because I really need to get the bag, okay?",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F020,41,F,neu,neutral,True,"all right, We've already checked back here for your baggage",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F021,42,F,neu,neutral,True,and we will continue to look for it and because your paper-,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M021,43,M,fru,frustration,True,You've already checked? Can you check again? [garbage],impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F022,44,F,fru,frustration,True,"I've already looked, thank you very much and because we've filled out paperwork if it shows up we will send it to you but otherwise what we can do is reimburse you for fifty dollar.",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M022,45,M,xxx,unknown,False,Fifty- fifty dollars? Come on you have got to be joking.,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F023,46,F,neu,neutral,True,"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M023,47,M,fru,frustration,True,"Uh huh, yea, lost some of my possessions, yes, so if I lost maybe a shoe that was in the suitcase and like a carry-on",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M024,48,M,fru,frustration,True,"that might be like fifty dollars okay, but this - I- [garbage] I had like thousands of dollars worth of stuff in that suitcase.",impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F024,49,F,neu,neutral,True,The airline can't afford to give you everything that is in that suitcase. and so-,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M025,50,M,ang,anger,True,The a- what? Talking about a core they can't afford it? I mean-,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F025,51,F,neu,neutral,True,Well because lots of people get their baggage lost and we don't want to have false claims or anything like that so we have,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F026,52,F,neu,neutral,True,"we can give you fifty dollar to sort of make up for it, to compensate, and we can definitely let you know if it shows up but likely, more than likely-",impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M026,53,M,ang,anger,True,I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M027,54,M,fru,frustration,True,because this is ridiculous?,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F027,55,F,xxx,unknown,False,I'm sorry. I don't- I-,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F028,56,F,fru,frustration,True,I don't believe you should sue the airline company but we do have a policy uh- in which we can reimburse you and that's all we can do and I'm sorry I've done everything I can-,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_M028,57,M,fru,frustration,True,All right. I'm sick- I'm sick of this all right. I'm sick of you and keep your fifty dollar.,impro,M
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F029,58,F,fru,frustration,True,There's other people waiting-,impro,F
train,Session2,Ses02M_impro05,47,Ses02M_impro05_F030,59,F,xxx,unknown,False,Fine.,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F000,0,F,xxx,unknown,False,What's going on?,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M000,1,M,sad,sadness,True,Kathy died last night.,impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F001,2,F,sur,surprise,False,"Oh my God. Oh my God, I'm so sorry.",impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M001,3,M,sad,sadness,True,"yeah, I mean, you know, it was a -",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M002,4,M,sad,sadness,True,"I guess we saw it coming and she lasted a lot - a lot longer than, uh, they expected but you know, I mean when it actually happens it's just a lot harder.",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F002,5,F,sad,sadness,True,"It doesn't make any easier, yes.",impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M003,6,M,sad,sadness,True,"I mean at least she was home, she wasn't in the hospital anymore,",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F003,7,F,sad,sadness,True,"Oh, man. I'm so sorry.",impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M004,8,M,sad,sadness,True,"She was with- yeah  She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it.",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F004,9,F,sad,sadness,True,"It's going to be so rough, I'm sorry.",impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M005,10,M,sad,sadness,True,"Yes. I mean, it's not as rough on me as it is on him but",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M006,11,M,sad,sadness,True,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F005,12,F,sad,sadness,True,Yeah.,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M007,13,M,sad,sadness,True,"out to- out to dinner you know and do the troops to California, I mean.",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F006,14,F,sad,sadness,True,Totally.,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M008,15,M,sad,sadness,True,"It's just that- I don't know, it's sort it's sort- of a weird thing you know",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F007,16,F,sad,sadness,True,Yeah,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M009,17,M,sad,sadness,True,"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean.",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F008,18,F,sad,sadness,True,"Yes. Well, at least you have a lot of good memories.",impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M010,19,M,sad,sadness,True,She was [garbage],impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F009,20,F,sad,sadness,True,"She really cared about you, you know.",impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M011,21,M,sad,sadness,True,"Yes, I mean she cared about all of us. She was great",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M012,22,M,sad,sadness,True,so loving everybody you know.,impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F010,23,F,sad,sadness,True,And she was,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M013,24,M,sad,sadness,True,"Gosh, I just hate I just hate to see her go.",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F011,25,F,sad,sadness,True,Yeah.,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M014,26,M,sad,sadness,True,We were all going take a trip to Europe you know.,impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F012,27,F,sad,sadness,True,Even if you still do she'll- she'll be there.,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M015,28,M,sad,sadness,True,Yes.  [BREATHING] God.,impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F013,29,F,sad,sadness,True,Are you going to be okay?,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M016,30,M,sad,sadness,True,"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M017,31,M,sad,sadness,True,"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M018,32,M,sad,sadness,True,Then she's gone.,impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F014,33,F,sad,sadness,True,"It's going to be okay, I promise.",impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M019,34,M,sad,sadness,True,"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F015,35,F,sad,sadness,True,Sure,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M020,36,M,sad,sadness,True,to talk to somebody but,impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F016,37,F,sad,sadness,True,you shouldn't be alone,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M021,38,M,sad,sadness,True,"It's just going to take a while, I think.",impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F017,39,F,sad,sadness,True,Yes.,impro,F
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M022,40,M,sad,sadness,True,Ah.,impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_M023,41,M,sad,sadness,True,Thank you.,impro,M
train,Session2,Ses02M_impro06,48,Ses02M_impro06_F018,42,F,sad,sadness,True,Yes.,impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M000,0,M,xxx,unknown,False,"[BREATHING] So, you know I've been hearing back from some colleges.",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F000,1,F,exc,excitement,True,"Oh, yeah? Have you gotten letters yet?",impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M001,2,M,xxx,unknown,False,Yeah. And guess who accepted me?,impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F001,3,F,exc,excitement,True,"Um, I don't know, where?",impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M002,4,M,exc,excitement,True,U.S.C..,impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F002,5,F,sur,surprise,False,"Oh, U.S.C.? Oh my Gosh, that's awesome, that was your top choice, right?",impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M003,6,M,xxx,unknown,False,"Yeah, oh. I - You have no-",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F003,7,F,exc,excitement,True,"Oh my Gosh, that's so cool.",impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M004,8,M,xxx,unknown,False,"God, I-I got this big packet you know, in the mail and it's like-",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M005,9,M,xxx,unknown,False,"yes, this is [LAUGHTER], it says U.S.C., like registrar, I mean like, I got-I got some like little letters before you know, it's like oh rejection",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F004,10,F,exc,excitement,True,"[LAUGHTER] It's gotta be it, like-",impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F005,11,F,exc,excitement,True,"Oh my Gosh, that's so cool.",impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M006,12,M,exc,excitement,True,"but big packet, big packet is nice",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F006,13,F,exc,excitement,True,big packet is gotta be the real thing. yeah,impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M007,14,M,exc,excitement,True,"So it's like, yes, rip it open and there it is big - oh, yes.",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F007,15,F,exc,excitement,True,"Oh my Gosh. I thought there was like, maybe going to be some, like I don't know if you are going to get in or not, so I'm really glad that you did.",impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F008,16,F,exc,excitement,True,That's so cool.,impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M008,17,M,exc,excitement,True,"Yeah. I know, I know.",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M009,18,M,hap,happiness,True,it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F009,19,F,exc,excitement,True,"Yeah, totally.",impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M010,20,M,hap,happiness,True,and everything like but,impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M011,21,M,hap,happiness,True,"it was good, yeah. I mean-",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F010,22,F,exc,excitement,True,So you're going to be right here in Los Angeles; that is so cool.,impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M012,23,M,xxx,unknown,False,"I know, I know, yea. It'll be interesting you know, I've never -- I mean getting out of Vegas and everything but LA",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F011,24,F,exc,excitement,True,So can we hang out?,impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M013,25,M,exc,excitement,True,I'm looking forward to it.,impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M014,26,M,exc,excitement,True,"Hey, yes, you know that's - that's what I'm coming for.",impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F012,27,F,exc,excitement,True,Yay.,impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_M015,28,M,exc,excitement,True,You're half the reason I'm going. [LAUGHTER],impro,M
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F013,29,F,exc,excitement,True,"Oh, yay. Thank you. [LAUGHTER].",impro,F
train,Session2,Ses02M_impro07,49,Ses02M_impro07_F014,30,F,hap,happiness,True,No but that's an awesome school. That's so cool.,impro,F
